TaskID,TotalLength,TaskOutputFileSize,TaskFileLength,CpuTime,,UserLatitude,UserLongitude,DataCenterID,VmID,ENSEMBLE_predicted_DC,GA_predicted_DC,SNAKE_predicted_DC,SNAKE_predicted_VM,ENSEMBLE_predicted_VM
330,65,11,22,2.592592593,,47.38712965,147.9702952,5,11,5,5,5,11,11
331,51,14,13,3.923076923,,-18.66018454,148.93645,3,5,3,3,3,5,5
332,32,14,19,2.083669468,,71.46522043,-39.54727695,5,6,5,5,5,6,6
333,69,14,14,2.555555556,,-17.53603897,47.79292895,4,12,4,4,4,12,12
334,20,11,20,1.538461538,,27.24716756,-14.55770644,4,5,4,4,4,5,5
335,95,17,11,5.545004455,,68.61410109,170.5467409,5,7,5,5,5,7,7
336,30,15,15,2.640803641,,-30.95317643,-151.9924711,3,4,3,3,3,4,4
337,87,20,13,3.478518519,,23.30089993,9.354850563,4,11,4,4,4,11,11
338,78,13,23,6,,-19.97314398,124.2427737,3,5,3,4,3,5,5
339,32,11,13,2.108171964,,67.4612466,-19.05373141,5,6,5,5,5,6,6
340,93,13,21,3.71,,82.37238248,-119.2859786,5,11,5,5,5,11,11
341,56,16,16,4.307692308,,-85.98353503,-56.9545873,3,5,3,3,3,5,5
342,52,20,19,3.406240602,,31.04142923,-5.350792355,4,6,4,4,4,6,6
343,61,11,12,4.692307692,,24.19322853,-139.1286733,5,5,5,5,5,5,5
344,18,11,15,1.2,,-17.78347239,-63.96234374,4,6,4,4,4,6,6
345,30,11,14,1.295732938,,-5.261992625,-6.314748203,4,10,4,4,4,10,10
346,31,15,21,1.24,,-59.55790684,165.3021898,3,11,3,3,3,11,11
347,86,18,10,5.102256729,,64.90311818,-71.36577165,5,7,5,5,5,7,7
348,30,16,24,2.307692308,,2.627150975,-94.4219204,5,5,5,5,5,5,5
349,55,17,14,2.176296296,,37.17924316,-161.7490279,3,11,3,5,5,11,11
350,75,18,14,5.769230769,,51.37148012,-41.61420152,4,5,4,4,4,5,5
351,53,20,24,1.827586207,,48.26967425,127.4133834,4,13,4,4,5,13,13
352,19,12,18,1.234173669,,-68.50488037,16.33938183,3,6,3,3,3,6,6
353,29,15,13,1.494279176,,55.7418774,-83.63850094,5,8,5,5,5,8,8
354,67,18,10,2.54,,74.04413541,104.0570082,5,12,5,5,5,12,12
355,28,14,17,1.809207161,,-2.811633299,148.5580894,3,6,3,3,3,6,6
356,42,15,22,3.230769231,,-28.07117686,78.08648126,4,5,4,4,4,5,5
357,18,20,16,1.143859649,,80.0029918,66.78438611,5,6,5,5,5,6,6
358,24,15,16,1.031884058,,38.57810255,-138.4342626,5,10,5,5,5,11,10
359,18,12,18,1.058823529,,-32.13723907,76.96725179,3,7,3,4,3,6,7
360,67,20,20,5.153846154,,-46.34093965,-178.7199081,3,5,3,3,3,5,5
361,99,13,12,4.686165414,,28.05282016,-133.6713222,3,9,5,5,5,9,9
362,96,19,23,3.81037037,,14.48089602,-149.2477273,3,11,5,3,5,11,11
363,25,16,23,1.923076923,,38.01145192,167.3332789,5,5,5,5,5,5,5
364,76,12,14,5.846153846,,-47.08210146,54.46002446,4,5,4,4,4,5,5
365,93,16,25,5.467558923,,-32.92345167,27.79289912,4,7,4,4,4,7,7
366,27,12,15,1.078518519,,-9.04072441,23.99068711,4,11,4,4,4,11,11
367,56,13,18,4.307692308,,68.07922804,-151.4790836,5,5,5,5,5,5,5
368,10,20,14,0.4,,-46.08610239,150.3443598,3,11,3,3,3,11,11
369,80,10,11,3.174814815,,-69.42381257,47.35985966,3,11,3,3,3,11,11
370,64,14,18,3.335899852,,68.75496605,-120.187127,5,8,5,5,5,8,8
371,21,20,25,2.233766234,,-9.691972644,-158.7744873,3,3,3,3,3,3,3
372,69,20,21,5.307692308,,-12.15646927,-80.62533532,4,5,4,4,4,5,5
373,58,13,16,2.32,,-17.0108129,12.94001715,4,11,4,4,4,11,11
374,48,14,12,2.256705639,,74.32424657,-142.0230761,5,9,5,5,5,9,9
375,54,10,20,4.153846154,,85.93235408,-155.4507329,5,5,5,5,5,5,5
376,81,19,12,2.585580686,,17.3818021,-124.8440063,3,14,5,5,3,13,12
377,68,13,21,3.999266645,,-32.44146098,28.41122406,4,7,4,4,4,7,7
378,67,14,20,5.153846154,,33.96938382,14.40047857,4,5,4,4,4,5,5
379,28,12,25,1.839751553,,-11.35834524,-172.1378126,3,6,3,3,3,6,6
380,11,13,23,0.44,,83.99709297,-7.205611304,5,11,5,5,5,11,11
381,48,19,14,1.92,,76.65596098,161.4619937,5,11,5,5,5,11,11
382,21,20,16,1.354385965,,-7.986289117,-98.15251549,3,6,3,3,5,6,6
383,63,16,18,4.846153846,,-55.35179837,-74.22182974,3,5,3,3,4,5,5
384,70,14,20,3.033562166,,-28.69175599,-118.5267209,3,10,3,3,3,10,8
385,85,16,24,3.4,,48.9892186,148.618882,4,11,4,5,5,11,11
386,71,17,18,5.461538462,,0.999917749,-14.99670115,4,5,4,4,4,5,5
387,75,20,15,3.567358293,,48.32258387,-50.86724397,5,9,5,5,5,9,9
388,99,14,25,3.633614304,,18.08837352,144.694693,3,12,4,4,3,12,12
389,96,13,19,7.384615385,,-28.01773578,-144.2998669,3,5,3,3,3,5,5
390,67,16,20,3.50504644,,-60.49297252,-99.04769135,3,8,3,3,3,8,8
391,11,15,24,0.44,,-23.36232496,-78.70042376,5,11,5,5,5,11,11
392,91,12,11,3.64,,-89.39059916,23.89679245,3,11,3,3,3,11,11
393,90,13,23,3.873872661,,-16.75927067,56.12137866,4,10,4,4,4,10,10
394,86,19,13,6.615384615,,16.94322135,50.84856382,4,5,4,4,4,5,5
395,11,18,19,0.44,,71.50533889,-172.5627329,5,11,5,5,5,11,11
396,97,14,15,5.097904544,,50.89749347,178.5508306,5,8,5,5,5,8,8
397,76,12,19,5.846153846,,-86.25381478,-28.47984534,3,5,3,3,3,5,5
398,16,18,25,0.64,,87.37327508,-80.84910179,5,11,5,5,5,11,11
399,49,17,23,1.96,,-79.66740053,-81.01896788,3,11,3,3,3,11,11
400,35,19,13,1.4,,-4.121715807,-165.1960753,3,11,3,3,3,11,11
401,86,20,15,6.615384615,,-56.66604897,-63.08302854,4,5,4,4,4,5,5
402,96,14,18,5.635485132,,-8.172531718,-141.7286219,3,7,3,3,3,7,7
403,31,16,17,1.24,,85.90701586,-72.54339555,5,11,5,5,5,11,11
404,37,14,15,1.48,,-84.05622497,162.6861041,3,11,3,3,3,11,11
405,52,20,20,1.911264368,,-78.42562169,38.23954411,4,12,4,4,4,12,12
406,78,11,12,6,,45.75768941,144.3020452,4,5,4,4,4,5,5
407,81,12,20,4.249254658,,-79.27513764,84.68523162,3,8,3,3,3,8,8
408,41,19,21,1.64,,55.69958659,-125.5203614,5,11,5,5,5,11,11
409,91,14,10,7,,34.8974522,-171.3091664,5,5,5,5,5,5,5
410,26,14,19,1.04,,-73.29579927,9.635596901,4,11,4,4,4,11,11
411,31,18,23,2.059749117,,33.32363187,-128.9167612,5,6,5,5,5,6,6
412,51,13,21,2.04,,-16.64586551,166.64084,3,11,3,3,3,11,11
413,86,18,25,4.08409002,,-83.00269532,-91.66976484,3,9,3,3,3,9,9
414,69,13,17,5.307692308,,-27.3732186,-123.8338344,3,5,3,3,3,5,5
415,98,19,14,3.605925926,,-29.57112181,69.99625783,4,12,4,4,4,12,12
416,88,12,25,3.851058529,,87.44649573,26.32834496,5,10,5,5,5,10,10
417,97,10,22,7.461538462,,-24.46023656,-97.27127865,4,5,4,3,3,5,5
418,27,16,25,1.08,,-42.09759181,-10.05075034,4,11,4,4,4,11,11
419,17,20,12,0.68,,55.14937207,-143.9404412,5,11,5,5,5,11,11
420,63,11,15,2.52,,-76.10170706,-61.44384419,3,11,3,3,3,11,11
421,36,10,20,2.361816305,,30.24028537,-107.6361648,5,6,5,5,5,6,6
422,23,15,21,2.078253968,,62.71438957,-156.6538626,5,4,5,5,5,4,4
423,46,14,17,1.84,,-89.35544141,-46.18920567,3,11,3,3,3,11,11
424,15,10,12,0.935403727,,-52.17245498,61.70993487,4,6,4,3,4,6,6
425,18,19,14,1.982683983,,-19.34898329,-134.5298112,3,3,3,3,3,3,3
426,46,17,17,3.014115852,,-64.15551182,52.8278785,4,6,4,4,4,6,6
427,30,13,14,2.666666667,,-45.88125333,118.9532227,3,4,3,3,3,4,4
428,39,13,15,1.56,,76.45972379,-104.9518301,4,11,4,5,4,11,11
429,45,14,17,2.604452307,,36.69471326,-20.1384218,4,7,4,4,4,7,7
430,70,14,11,5.384615385,,-86.41753984,79.42300166,3,5,3,3,3,5,5
431,63,13,23,2.52,,-46.08787135,-32.80868652,4,11,4,4,4,11,11
432,100,17,20,4.739398304,,-4.498651562,141.0545,3,9,3,4,3,9,9
433,68,11,19,5.230769231,,-48.79859737,-70.80029168,4,5,4,3,4,5,5
434,92,14,24,3.68,,-59.45750378,-163.1184533,3,11,3,3,3,11,11
435,17,11,21,1.474747475,,-71.2111482,159.2127881,3,4,3,3,3,4,4
436,29,18,21,2.547785548,,60.55388952,80.34606534,4,4,4,4,4,4,4
437,52,12,15,3.419862893,,82.9734797,-79.22392768,5,6,5,5,5,6,6
438,79,13,23,6.076923077,,-86.94521335,155.2470625,3,5,3,3,3,5,5
439,38,18,10,1.52,,10.3776822,72.40131903,4,11,4,4,4,11,11
440,48,12,22,2.525195341,,5.449138207,-104.7474747,5,8,5,3,5,8,8
441,11,13,22,0.391111111,,1.991411916,-146.4804589,5,12,5,5,5,11,11
442,47,12,19,1.88,,69.18023401,153.7846698,5,11,5,5,5,11,11
443,57,19,19,4.384615385,,-64.01221733,-173.9720609,3,5,3,3,3,5,5
444,88,11,25,4.188968457,,-55.1745353,-150.9347869,3,9,3,3,3,9,9
445,79,13,20,3.16,,-29.22283236,125.4686006,4,11,4,3,3,11,11
446,42,20,17,3.230769231,,-43.17931988,25.8497727,4,5,4,4,4,5,5
447,21,17,11,1.352380952,,-72.58979036,131.086741,3,6,3,3,3,6,6
448,25,15,17,1.923076923,,-45.08562734,-0.241063926,4,5,4,4,4,5,5
449,25,19,16,2.262626263,,-23.06864398,29.69789772,4,4,4,4,4,4,4
450,15,14,24,0.6,,-19.37160172,114.7844593,5,11,5,3,5,11,11
451,65,18,17,3.812691575,,-10.26782917,138.6855638,4,7,4,4,3,7,7
452,49,12,17,1.794380587,,-57.1356081,-83.95675407,3,12,3,3,3,12,11
453,86,13,13,6.615384615,,21.77112812,-152.1514411,5,5,5,5,5,5,5
454,36,12,23,1.44,,49.06761813,69.31259059,5,11,5,5,5,11,11
455,56,14,18,2.401290951,,3.805685915,139.8408057,4,10,4,4,4,10,10
456,18,19,21,0.72,,-45.3405707,55.89926329,4,11,4,4,4,11,11
457,91,10,11,3.348199234,,35.52489584,146.7379185,5,12,5,5,5,12,12
458,17,18,21,0.99719888,,-20.37924878,146.012832,3,7,3,3,3,7,7
459,79,16,16,6.076923077,,-68.61209501,-79.81659049,3,5,3,3,3,5,5
460,48,18,13,2.818171964,,-28.46014919,-13.87715934,4,7,4,4,4,7,7
461,73,18,23,3.456299252,,80.95248448,58.96317056,5,9,5,4,5,9,9
462,59,10,21,2.36,,-80.9306649,145.983561,3,11,3,3,3,11,11
463,65,18,16,5,,48.90056319,-119.9976339,5,5,5,5,5,5,5
464,70,18,25,2.8,,11.60752996,123.4966068,4,11,4,4,4,11,11
465,42,17,17,2.520526316,,52.26859112,170.2396354,5,7,5,4,4,7,7
466,31,19,13,2.384615385,,51.5425953,58.40228802,4,5,4,4,5,5,5
467,20,14,18,2.134088134,,1.905288962,-25.69177435,5,3,5,5,5,3,3
468,21,12,24,1.352941176,,68.06055541,89.36826383,5,6,5,5,5,6,6
469,70,17,22,5.384615385,,46.02306042,-126.7047331,5,5,5,5,5,5,5
470,17,14,23,1.101863354,,81.95061819,36.56548224,5,6,5,5,5,6,6
471,66,16,11,2.440613027,,79.62108402,-83.23600285,4,12,4,5,5,12,12
472,62,13,16,3.262095136,,-53.61116244,69.3519416,4,8,4,4,4,8,8
473,82,16,13,3.28,,30.77398609,-162.5923455,5,11,5,5,5,11,11
474,90,19,20,3.887100103,,-18.65481337,-22.45608752,4,10,4,4,4,10,10
475,73,12,18,5.615384615,,-36.22862303,-132.0852771,3,5,3,3,3,5,5
476,50,10,17,3.846153846,,83.23601524,164.2275954,4,5,4,5,5,5,5
477,99,20,19,3.96,,33.51806325,-127.3255018,5,11,5,5,5,11,11
478,94,17,25,4.4592503,,51.2565805,-47.97818975,4,9,4,4,4,9,9
479,43,19,12,3.307692308,,-87.21210269,117.9678188,3,5,3,3,3,5,5
480,51,13,25,1.877560664,,-28.6482765,74.20596453,4,12,4,4,4,12,12
481,26,15,16,2,,24.76406835,-83.29782761,5,5,5,5,5,5,5
482,73,12,17,3.161708619,,-12.88212147,81.02988567,4,10,4,4,4,10,10
483,27,12,11,2.076923077,,-89.15634253,-55.78768038,3,5,3,3,3,5,5
484,26,10,12,2.313908314,,11.67958032,43.11554935,4,4,4,4,4,4,4
485,51,11,19,3.923076923,,22.12327768,178.7103517,5,5,5,5,5,5,5
486,17,12,20,0.68,,20.02813321,-156.270101,3,11,3,3,3,11,11
487,50,11,21,2,,-37.95871343,-19.15597162,4,11,4,4,4,11,11
488,25,11,17,1.618163055,,77.9565827,77.73015142,5,6,5,5,5,6,6
489,28,10,18,1.12,,-31.51347291,39.95072016,4,11,4,4,4,11,11
490,80,18,24,6.153846154,,41.89951675,154.8376709,5,5,5,5,5,5,5
491,97,12,12,4.588823722,,-4.038855372,96.5573977,4,9,4,4,4,9,9
492,25,15,10,1,,-52.36841273,156.2755379,3,11,3,3,3,11,11
493,31,20,18,1.24,,40.27615185,-107.5588728,5,11,5,5,5,11,11
494,38,12,24,2.923076923,,-54.88805041,122.7446955,3,5,3,3,3,5,5
495,92,10,13,3.68,,-35.74476953,-93.81227875,3,11,3,3,3,11,11
496,92,17,12,4.349240044,,-16.81455362,-42.75363842,5,9,5,5,5,9,9
497,17,17,24,1.511709402,,26.57983154,-95.27343107,5,4,5,5,5,4,4
498,81,17,10,6.230769231,,2.115452869,-112.9751727,3,5,3,5,5,5,5
499,93,20,16,3.72,,62.13291613,68.37971687,5,11,5,4,4,11,11
500,58,18,11,3.386554622,,-67.05429585,41.5937279,3,7,4,4,4,7,7
501,33,19,15,2.538461538,,30.68470425,148.7579923,4,5,4,4,4,5,5
502,45,12,12,2.954168029,,41.11335003,79.4528515,4,6,4,5,5,6,6
503,88,18,11,6.769230769,,29.11618006,53.57176363,4,5,4,4,4,5,5
504,87,14,21,3.48,,48.21475532,102.4087131,5,11,5,5,5,11,11
505,27,14,20,1.765217391,,-56.88491164,113.8446036,3,6,3,3,3,6,6
506,43,19,17,2.846351172,,83.2418906,-37.91886183,5,6,5,5,5,6,6
507,35,14,25,2.692307692,,77.29742086,119.1722005,4,5,4,4,5,5,5
508,60,14,18,2.27,,6.248536884,-35.92293366,5,12,5,5,5,12,12
509,27,10,21,1.542540494,,68.86011509,-84.05642101,5,7,5,5,5,7,7
510,25,19,15,1.923076923,,66.82886118,-61.60688798,5,5,5,5,5,5,5
511,25,16,16,1.19047619,,-29.30182269,165.2621027,3,9,3,3,3,9,9
512,48,16,24,3.692307692,,-82.94168334,29.76207691,3,5,3,3,3,5,5
513,86,10,17,5.032114814,,-21.761873,-62.45365144,4,7,4,4,4,7,7
514,63,16,10,2.52,,-59.57223359,-21.12629735,3,11,3,3,3,11,11
515,42,15,25,3.230769231,,-87.8205952,-71.26374866,3,5,3,3,3,5,5
516,14,10,16,1.076923077,,67.68199757,-68.87388189,4,5,5,5,4,5,5
517,15,13,19,1.587301587,,-42.03047868,12.73629023,4,3,4,4,4,3,3
518,78,14,19,4.063037389,,71.38802994,-80.321218,5,8,5,5,5,8,8
519,78,15,24,6,,82.0622282,85.02622215,4,5,4,4,5,5,5
520,33,12,19,1.32,,-35.19968087,-174.9025737,3,11,3,3,3,11,11
521,57,13,13,2.084814815,,82.27934345,-77.75901129,5,12,5,5,5,12,12
522,79,11,21,6.076923077,,-55.62249742,-134.1082889,3,5,3,3,3,5,5
523,81,14,23,4.229398304,,-88.72815993,153.9325082,3,8,3,3,3,8,8
524,13,16,20,0.52,,49.94659006,-66.1702374,4,11,4,4,4,11,11
525,17,18,25,0.68,,83.51515199,-85.82877819,5,11,5,5,5,11,11
526,95,11,12,3.249706258,,-53.87325149,-76.58565405,3,13,3,3,4,13,13
527,11,13,12,0.675217391,,-59.67709635,-86.78788514,3,6,3,3,3,6,6
528,48,20,14,3.692307692,,-16.38279304,-137.5056851,3,5,3,3,3,5,5
529,98,20,21,4.651080258,,83.9494672,128.3718087,5,9,5,5,5,9,9
530,47,18,15,1.88,,-0.318774622,45.2195533,4,11,4,4,4,11,11
531,27,11,15,2.076923077,,-13.39213285,-146.7824192,3,5,3,3,3,5,5
532,77,20,10,5.923076923,,-73.77388988,128.995768,3,5,3,3,3,5,5
533,94,15,10,3.76,,-48.42409835,-82.30641079,4,11,4,3,4,11,11
534,62,17,24,4.115288221,,20.60246086,-158.8240362,5,6,5,5,5,6,6
535,40,11,10,3.606060606,,8.332654244,-93.08930356,4,4,4,5,4,4,4
536,56,11,11,3.236219705,,-17.68845716,-74.81208986,4,7,4,3,4,7,7
537,47,20,14,1.88,,-61.65116575,116.5068679,3,11,3,3,3,11,11
538,54,20,17,4.153846154,,-75.30398789,16.67635739,3,5,3,3,4,5,5
539,56,19,24,4.307692308,,-42.24331521,-57.57037297,4,5,4,4,4,5,5
540,83,17,20,3.94935164,,36.89657953,179.5211111,5,9,5,5,5,9,9
541,30,13,20,1.2,,70.41458538,21.41787759,5,11,5,5,5,11,11
542,21,16,23,0.84,,-86.24438523,-1.392907668,3,11,3,3,3,11,11
543,51,13,24,2.04,,-42.5112645,-151.3080793,3,11,3,3,3,11,11
544,14,20,20,1.272727273,,84.71519118,176.842382,5,4,5,5,5,4,4
545,23,20,21,2.538461538,,48.5349346,-163.156518,4,3,4,5,4,3,3
546,92,13,22,4.35985488,,79.54335966,48.88728344,4,9,4,5,5,9,9
547,38,10,17,2.923076923,,-41.2219479,140.3340645,3,5,3,3,3,5,5
548,51,20,21,3.923076923,,-70.2021263,-169.7408024,3,5,3,3,3,5,5
549,94,13,14,3.76,,-26.91425433,-144.4673456,3,11,3,3,3,11,11
550,18,13,10,1.384615385,,2.598231955,-127.0382168,5,5,5,5,5,5,5
551,25,20,23,1.612590299,,-36.37908088,122.9932567,3,6,3,3,3,6,6
552,65,10,15,5,,-88.8352357,-126.9519365,4,5,4,3,4,5,5
553,75,18,17,4.374080983,,-2.600299255,100.7834215,4,7,4,4,3,7,7
554,67,15,24,2.287931034,,-83.72401395,-161.1895752,3,13,3,3,3,13,13
555,68,12,20,2.72,,-48.27738558,117.4228528,4,11,3,3,3,11,11
556,29,13,20,2.585858586,,34.55142311,-45.32838162,5,4,5,5,5,4,4
557,42,20,22,3.230769231,,-29.87937613,-92.39572602,4,5,4,4,4,5,5
558,57,13,11,2.456583851,,23.1500515,-69.32071198,5,10,5,5,5,10,11
559,41,18,11,1.64,,49.1780586,-105.7996672,5,11,5,5,5,11,11
560,11,17,22,1,,-26.72603499,140.0889444,3,4,3,3,3,3,4
561,80,18,23,6.153846154,,-57.97388352,46.94236446,4,5,4,4,4,5,5
562,71,13,19,3.097173817,,-50.05187073,82.08338964,4,10,4,4,4,10,10
563,12,14,16,0.48,,-45.29271149,143.3408363,3,11,3,3,3,11,11
564,97,11,25,3.397407407,,58.8353967,102.4531862,4,13,4,4,4,13,13
565,45,10,21,2.61512605,,-4.295300728,-156.5086665,3,7,3,3,3,7,7
566,18,18,14,1.585858586,,46.37073891,7.547384648,5,4,5,4,5,4,4
567,18,12,20,1.384615385,,-35.29552895,105.2638868,4,5,4,3,4,5,5
568,33,11,20,2.538461538,,-12.61152556,-131.3913756,5,5,5,5,3,5,5
569,53,11,19,3.476190476,,-77.98992056,-125.5082313,3,6,3,3,3,6,6
570,72,20,20,5.538461538,,-86.86188735,101.5909386,3,5,3,3,3,5,5
571,71,10,16,2.84,,38.68066002,116.6207279,4,11,4,4,4,11,11
572,90,20,15,4.720021089,,16.22573216,112.0536303,5,8,5,4,5,8,8
573,13,12,20,1.376623377,,77.76609653,-92.02767045,5,3,5,5,5,3,3
574,24,16,25,2.111111111,,-10.98517545,-173.5585394,3,4,3,3,3,4,4
575,82,12,14,2.813703704,,82.70476175,-134.694118,5,13,5,5,5,13,13
576,76,13,21,5.846153846,,57.883892,-122.1146637,5,5,5,5,5,5,5
577,28,13,11,1.861919505,,-15.79497139,3.432006708,4,6,4,4,4,6,6
578,40,14,19,2.601002506,,51.42627658,-134.9951443,5,6,5,5,5,6,6
579,63,16,17,4.846153846,,-9.065585625,-175.1803215,3,5,3,3,3,5,5
580,83,15,24,3.32,,-81.29770407,52.39165807,4,11,4,4,4,11,11
581,86,18,11,4.074214885,,3.593768612,164.067508,5,9,5,4,5,9,9
582,95,12,19,7.307692308,,5.681203873,143.5573014,5,5,3,4,5,5,5
583,74,11,19,2.96,,-53.8059245,168.3293459,3,11,3,3,3,11,11
584,63,16,20,3.278579954,,87.95403351,152.8523245,5,8,5,5,5,8,8
585,29,11,10,1.16,,47.26045287,152.2770241,4,11,4,4,4,11,11
586,91,14,21,7,,84.0011281,-57.11144936,5,5,5,5,5,5,5
587,68,15,13,2.922632669,,87.41684896,-147.0587825,5,10,5,5,5,10,10
588,17,12,12,0.68,,13.78594269,-106.4257551,4,11,5,5,4,11,11
589,39,20,15,1.56,,-11.01087665,162.0441144,3,11,3,3,3,11,11
590,27,12,14,0.986117497,,-27.07800551,78.31230033,4,12,4,4,4,11,12
591,63,14,24,3.277345538,,-71.05693494,-70.4244749,3,8,3,3,3,8,8
592,90,12,23,3.6,,21.59051201,23.33628565,4,11,4,4,4,11,11
593,91,13,18,7,,-1.707969256,-127.2386565,3,5,3,3,3,5,5
594,68,13,22,3.976725638,,-66.4539415,22.46015776,4,7,4,4,4,7,7
595,16,13,12,0.64,,87.34364894,-48.5799199,5,11,5,5,5,11,11
596,80,14,22,6.153846154,,-27.75992751,-62.03376412,4,5,4,4,4,5,5
597,69,14,11,2.76,,2.740494585,-74.41693204,5,11,5,5,5,11,11
598,34,10,15,2.239215686,,-3.02577178,15.23693951,4,6,4,4,4,6,6
599,66,15,23,2.831909633,,-35.52886611,-106.1043729,3,10,3,3,3,10,10
600,77,18,21,3.08,,28.96155553,-60.71912317,5,11,5,5,5,11,11
601,39,11,12,3,,-40.91083453,120.4898833,3,5,3,3,3,5,5
602,77,19,15,5.140241781,,-27.38434417,70.29973372,4,6,4,4,4,6,6
603,57,17,19,4.384615385,,24.36432494,15.05558934,4,5,4,4,4,5,5
604,43,11,16,1.72,,-68.84464183,32.14089441,3,11,3,3,4,11,11
605,68,12,10,5.230769231,,-36.07009537,-7.798691286,4,5,4,4,4,5,5
606,93,14,20,3.433461047,,51.95872991,-95.18269246,5,12,5,5,5,12,12
607,63,10,14,2.961997064,,-83.07056727,-123.1210612,3,9,3,3,3,9,9
608,60,10,16,4.615384615,,49.66235898,176.0286207,5,5,5,5,5,5,5
609,43,14,22,2.866666667,,-45.27028798,-121.7229052,3,6,3,3,3,6,6
610,74,16,20,2.96,,84.6807493,-152.9883342,5,11,5,5,5,11,11
611,35,10,16,2.283709273,,-23.10568595,170.1590228,3,6,3,3,3,6,6
612,50,14,17,3.846153846,,57.25853688,-151.2982077,5,5,5,5,5,5,5
613,41,15,23,2.386693075,,-1.166004117,174.692352,3,7,3,3,3,7,7
614,28,10,19,2.153846154,,18.41386509,123.3450197,4,5,4,4,5,5,5
615,69,15,15,2.532413793,,18.86044395,38.68780728,4,12,4,4,4,12,12
616,31,20,15,2.028571429,,86.97568296,-7.753943167,4,6,5,4,4,6,6
617,40,13,20,3.58041958,,87.55929431,-8.844719257,5,4,5,5,5,4,4
618,49,16,10,3.252012384,,14.15691303,46.54117163,4,6,4,4,4,6,6
619,35,10,20,1.4,,-35.73588275,-28.3070888,4,11,4,4,4,11,11
620,14,12,23,1.076923077,,-8.2516636,83.56472905,4,5,4,4,4,5,5
621,75,13,21,3.908347531,,-61.92449968,-28.89321956,3,8,3,4,3,8,8
622,36,19,16,3.222222222,,67.78512223,27.8048815,5,4,5,5,5,4,4
623,18,17,13,0.72,,-45.75152318,32.62111622,4,11,4,4,4,11,11
624,57,20,21,4.384615385,,-82.64312275,86.24871039,3,5,3,3,3,5,5
625,17,14,24,0.68,,27.08372064,87.44544876,4,11,4,4,4,11,11
626,87,12,11,3.48,,-52.92673266,102.4406741,3,11,3,3,3,11,11
627,89,15,13,4.711144806,,-86.81151982,-163.4724402,3,8,3,3,3,8,9
628,74,10,18,5.692307692,,53.67323993,-110.3966421,5,5,5,5,5,5,5
629,88,15,22,3.016206897,,82.67199763,26.4830096,5,13,5,5,5,13,13
630,55,10,11,2.613104372,,85.93378323,-174.6351702,5,9,5,5,5,9,11
631,70,19,25,5.384615385,,-84.13816726,86.72878987,3,5,3,3,3,5,5
632,43,17,19,1.72,,-74.22084532,51.92288308,3,11,3,3,3,11,11
633,92,18,11,4.882256729,,-38.5367326,87.45168604,4,8,4,4,4,8,8
634,46,10,24,3.538461538,,-7.173796967,-83.49895354,5,5,5,5,5,5,5
635,48,10,20,1.92,,-21.2170828,-101.9428561,3,11,3,3,3,11,11
636,84,13,15,6.461538462,,-80.62766855,39.92752794,4,5,4,3,4,5,5
637,90,10,22,3.6,,16.46517018,106.4591337,4,11,4,4,4,11,11
638,35,15,22,2.326610644,,32.0142137,-114.4935267,5,6,5,5,5,6,6
639,30,14,17,1.971929825,,-68.93846806,-114.9406144,3,6,3,3,3,6,6
640,88,14,17,6.769230769,,41.10773888,61.12465631,4,5,4,4,4,5,5
641,93,14,13,5.464483459,,34.91757363,3.277160482,4,7,4,4,4,7,7
642,54,19,12,2.16,,62.09495526,72.26380668,5,11,5,4,5,11,11
643,95,14,15,3.8,,-79.07728305,19.70072944,3,11,3,3,3,11,11
644,80,18,22,6.153846154,,11.23122876,11.60741185,4,5,4,4,4,5,5
645,43,13,11,2.544586466,,35.99827789,100.4089398,5,7,5,5,5,7,7
646,70,10,20,3.670142043,,55.45948627,98.92677292,5,8,5,5,5,8,8
647,57,12,21,4.384615385,,42.56286086,-21.1914454,4,5,4,4,4,5,5
648,62,16,24,2.48,,15.78030684,-139.0959511,3,11,3,3,3,11,11
649,20,18,13,1.538461538,,11.45115459,-112.3870672,5,5,5,5,5,5,5
650,69,10,24,3.275217455,,-3.639650986,93.74001313,4,9,4,4,4,9,9
651,85,13,18,3.4,,-82.9726661,171.1017882,3,11,3,3,3,11,11
652,73,16,19,5.615384615,,-64.98634384,-177.8107576,3,5,3,3,3,5,5
653,72,18,22,3.755714093,,35.94212128,138.6026736,5,8,5,4,5,8,8
654,62,11,13,4.769230769,,-77.35295185,-33.60213361,3,5,3,3,3,5,5
655,63,11,21,2.52,,-45.73934994,-144.853428,3,11,3,3,3,11,11
656,39,11,16,1.818171964,,-49.95173688,-171.3267513,3,9,3,3,3,9,9
657,10,10,16,0.4,,29.90498366,-57.05448506,5,11,5,5,5,11,11
658,29,17,18,2.230769231,,52.28296459,8.407773505,4,5,4,4,4,5,5
659,83,10,11,4.357466492,,-19.10295277,-80.67963478,5,8,4,3,4,8,8
660,55,15,17,4.230769231,,-5.784773489,76.75515069,4,5,4,4,4,5,5
661,49,11,14,1.96,,-29.69481477,105.3891304,3,11,3,3,3,11,11
662,56,11,17,2.24,,30.96550013,-114.0993592,5,11,5,5,5,11,11
663,29,15,11,2.576534577,,-59.04961608,151.2414533,3,4,3,3,3,4,4
664,18,13,22,1.384615385,,-10.64101467,157.5435046,3,5,3,3,3,5,5
